"package",'version",'option",'platform",'dependency",'package_provider",'compiled_with",'composite",'section",'spack_matches",'spack_match_100"
"paraver","{'4.6.4.rc1'}","{'bindist'}",NONE,NONE,NONE,NONE,NONE,"development","('paraver', 100), ('er', 90), ('r', 90), ('wxparaver', 88)",paraver
"perl","{'5.16.0', '5.22.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('perl', 100), ('er', 90), ('perl-acme-damn', 90), ('perl-algorithm-diff', 90)",perl
"perlbrew","{'0.73'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('er', 90), ('perl', 90), ('r', 90), ('r-brew', 71)",NONE
"pigz","{'2.4'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('pigz', 100), ('pig', 86), ('compiz', 77), ('pixz', 75)",pigz
"pkg-config","{'0.29.2'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('pkg-config', 100), ('perl-config-general', 86), ('perl-extutils-config', 86), ('perl-extutils-pkgconfig', 86)",pkg-config
"pycuda","{'2017.1'}",NONE,NONE,"{'python3', 'python2'}",NONE,NONE,NONE,"development","('c', 90), ('cuda', 90), ('py-pycuda', 90), ('py-cudf', 77)",NONE
"pypy3","{'6.0.0', '3.5'}","{'compat'}",NONE,NONE,NONE,"{'gnu-4.9.2'}","{'3.5-compat'}","bundles","('py-py', 80), ('py-pymc3', 77), ('py-gpy', 73), ('py-ply', 73)",NONE
"python","{'3.6.3', '3.5.2', '3.7.2', '3.9.10', '3.9.0', '3.6.1', '2019', '3.8.0', '3.8.6(default)', '3.6.8', '4.10.3', '4.5.11', '3.9.1', '3.9.6', '3.7.0', '3.4.3', '2.7.12', '3.7.4', '2.7.9'}","{'idp3'}",NONE,NONE,"{'miniconda3'}","{'gnu-4.9.2'}",NONE,"development","('python', 100), ('py-antlr4-python3-runtime', 90), ('py-avro-python3', 90), ('py-biopython', 90)",python
"qt","{'5.4.2', '5.12.1', '4.8.6'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('qt', 100), ('fqtrim', 90), ('iqtree2', 90), ('py-pyqt-builder', 90)",qt
"qwt","{'6.1.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('qwt', 100), ('py-guiqwt', 90), ('py-pythonqwt', 90), ('qwtpolar', 90)",qwt
"racket","{'6.8'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('racket', 100), ('ack', 90), ('c', 90), ('ck', 90)",racket
"rappture","{'20130903'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('r', 90), ('py-iocapture', 72), ('re2', 72), ('appres', 71)",NONE
"rstudio-ide","{'1.4.1717'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('rstudio', 90), ('r-rstudioapi', 70), ('hudi', 68), ('r-ids', 68)",NONE
"ruby","{'2.2.2'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('ruby', 100), ('r', 90), ('ruby-asciidoctor', 90), ('ruby-erubis', 90)",ruby
"ruse","{'1.0.1', '2.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('r', 90), ('aocl-sparse', 77), ('feq-parse', 77), ('hipsparse', 77)",NONE
"sbcl","{'1.3.19', '2.1.6'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('bc', 90), ('c', 90), ('sbml', 75), ('amdscalapack', 68)",NONE
"sbt","{'1.6.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('sbt', 100), ('bamdst', 72), ('boost', 72), ('catalyst', 72)",sbt
"scala","{'2.13.8', '3.1.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('scala', 100), ('amdscalapack', 90), ('c', 90), ('netlib-scalapack', 90)",scala
"scons","{'2.3.4'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('scons', 100), ('c', 90), ('scs', 75), ('sos', 75)",scons
"strace","{'4.12'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('strace', 100), ('ace', 90), ('c', 90), ('dnstracer', 90)",strace
"subversion","{'1.14.1', '1.8.13'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('subversion', 100), ('er', 90), ('sio', 90), ('bumpversion', 76)",subversion
"swig","{'3.0.7', '3.0.5'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('swig', 100), ('sowing', 80), ('py-deepsig', 77), ('cosign', 68)",swig
"tcl","{'8.6.8'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('tcl', 100), ('c', 90), ('jimtcl', 90), ('py-fastcluster', 90)",tcl
"v8","{'5.6', '3.15'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('r-v8', 90), ('clamav', 60), ('direnv', 60), ('fxdiv', 60)",NONE
"valgrind","{'3.11.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('valgrind', 100), ('r', 90), ('oclgrind', 75), ('grid', 68)",valgrind
"xbae","{'4.60.4'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('babelflow', 68), ('byte-unixbench', 68), ('epics-base', 68), ('exabayes', 68)",NONE
"xorg-utils","{'X11R7.7'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('openspeedshop-utils', 86), ('perl-array-utils', 86), ('perl-scalar-list-utils', 86), ('py-illumina-utils', 86)",NONE
"beta-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('environment-modules', 86), ('lanl-cmake-modules', 86), ('mofem-users-modules', 86), ('py-azure-cli-command-modules-nspkg', 86)",NONE
"bioperl",NONE,NONE,NONE,NONE,"{'recommended'}",NONE,NONE,"bundles","('er', 90), ('perl', 90), ('perl-bioperl', 90), ('r', 90)",NONE
"blic-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('environment-modules', 86), ('lanl-cmake-modules', 86), ('mofem-users-modules', 86), ('py-azure-cli-command-modules-nspkg', 86)",NONE
"brunel-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('erne', 68), ('kmod', 68)",NONE
"chemistry-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('py-lmodule', 72), ('r-mco', 72), ('py-kmodes', 70)",NONE
"climate-tools",NONE,NONE,NONE,NONE,"{'recommended'}",NONE,NONE,"bundles","('or-tools', 86), ('py-climate', 78), ('gatetools', 73), ('acpica-tools', 72)",NONE
"deep_earth",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('bart', 68), ('bear', 68), ('meep', 68), ('ant', 60)",NONE
"default-modules","{'2017', '2018(default)', '2015'}",NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('faust', 72), ('erfa', 68)",NONE
"default-modules-aristotle",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('faust', 72), ('istio', 72), ('r-iso', 72), ('args', 68)",NONE
"economics-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('recon', 72), ('cool', 68)",NONE
"farr",NONE,NONE,NONE,NONE,"{'recommended'}",NONE,NONE,"bundles","('r', 90), ('rr', 90), ('autoconf-archive', 68), ('barrnap', 68)",NONE
"farr-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('rr', 90), ('environment-modules', 86), ('lanl-cmake-modules', 86), ('mofem-users-modules', 86)",NONE
"imperial-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('er', 90), ('imp', 90), ('py-azure-cli-command-modules-nspkg', 86), ('less', 77)",NONE
"naglib","{'mark27'}",NONE,NONE,NONE,NONE,"{'intel-2019'}","{'mark27-intel-2019'}","bundles","('glib', 90), ('nag', 90), ('alglib', 83), ('libc', 77)",NONE
"personal-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('er', 90), ('py-azure-cli-command-modules-nspkg', 86), ('nalu', 74), ('meson', 72)",NONE
"physics-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('py-lmodule', 72), ('py-pyasn1-modules', 69)",NONE
"python2",NONE,NONE,NONE,NONE,"{'recommended'}",NONE,NONE,"bundles","('python', 92), ('py-biopython', 83), ('py-bx-python', 83), ('py-gitpython', 83)",NONE
"python3","{'3.9', '3.5', '3.4', '3.7', '3.8', '3.6'}",NONE,NONE,NONE,"{'recommended(default)'}",NONE,NONE,"bundles","('python', 92), ('py-antlr4-python3-runtime', 90), ('py-avro-python3', 90), ('py-python3-xlib', 90)",NONE
"rsd-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('environment-modules', 86), ('lanl-cmake-modules', 86), ('mofem-users-modules', 86), ('py-azure-cli-command-modules-nspkg', 86)",NONE
"thermo-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('er', 90), ('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('ermod', 76)",NONE
"torch-deps",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('orc', 90), ('py-torch-cluster', 86), ('py-torch-geometric', 86), ('py-torch-nvidia-apex', 86)",NONE
"workaround-modules",NONE,NONE,NONE,NONE,NONE,NONE,NONE,"bundles","('py-azure-cli-command-modules-nspkg', 86), ('less', 77), ('kmod', 68), ('lmod', 68)",NONE
